 5.00  7250. -5.0  2.0 -0.2379  2.2694 -2.2572  0.7971 Kp L ATLAS
 1.00  7500. -5.0  2.0  0.0853  1.0838 -0.7139  0.1815 Kp L ATLAS
 1.50  7500. -5.0  2.0  0.1316  0.9079 -0.4995  0.0962 Kp L ATLAS
 2.00  7500. -5.0  2.0  0.1502  0.7759 -0.3173  0.0222 Kp L ATLAS
 2.50  7500. -5.0  2.0  0.1473  0.6831 -0.1441 -0.0628 Kp L ATLAS
 3.00  7500. -5.0  2.0  0.1488  0.5700  0.0774 -0.1788 Kp L ATLAS
 3.50  7500. -5.0  2.0  0.1472  0.5056  0.1929 -0.2345 Kp L ATLAS
 4.00  7500. -5.0  2.0 -0.1829  2.1343 -2.1252  0.7494 Kp L ATLAS
 4.50  7500. -5.0  2.0 -0.2029  2.1984 -2.2084  0.7842 Kp L ATLAS
 5.00  7500. -5.0  2.0 -0.2132  2.2188 -2.2257  0.7885 Kp L ATLAS
 1.50  7750. -5.0  2.0  0.1459  0.9990 -0.6966  0.1841 Kp L ATLAS
 2.00  7750. -5.0  2.0  0.1665  0.8713 -0.5186  0.1092 Kp L ATLAS
 2.50  7750. -5.0  2.0  0.1634  0.7881 -0.3806  0.0504 Kp L ATLAS
 3.00  7750. -5.0  2.0  0.1534  0.7043 -0.1982 -0.0449 Kp L ATLAS
 3.50  7750. -5.0  2.0  0.1462  0.6169 -0.0018 -0.1524 Kp L ATLAS
 4.00  7750. -5.0  2.0  0.1416  0.5620  0.1049 -0.2055 Kp L ATLAS
 4.50  7750. -5.0  2.0 -0.1462  2.0696 -2.0924  0.7410 Kp L ATLAS
 5.00  7750. -5.0  2.0 -0.1703  2.1229 -2.1452  0.7600 Kp L ATLAS
 1.50  8000. -5.0  2.0  0.1832  0.9957 -0.7805  0.2306 Kp L ATLAS
 2.00  8000. -5.0  2.0  0.2013  0.8994 -0.6496  0.1746 Kp L ATLAS
 2.50  8000. -5.0  2.0  0.1935  0.8393 -0.5372  0.1236 Kp L ATLAS
 3.00  8000. -5.0  2.0  0.1787  0.7798 -0.4111  0.0646 Kp L ATLAS
 3.50  8000. -5.0  2.0  0.1600  0.7215 -0.2465 -0.0288 Kp L ATLAS
 4.00  8000. -5.0  2.0  0.1449  0.6616 -0.0807 -0.1250 Kp L ATLAS
 4.50  8000. -5.0  2.0  0.1378  0.6139  0.0202 -0.1770 Kp L ATLAS
 5.00  8000. -5.0  2.0 -0.1149  2.0095 -2.0574  0.7308 Kp L ATLAS
 2.00  8250. -5.0  2.0  0.2526  0.8461 -0.6761  0.2001 Kp L ATLAS
 2.50  8250. -5.0  2.0  0.2465  0.7991 -0.5832  0.1549 Kp L ATLAS
 3.00  8250. -5.0  2.0  0.2215  0.7832 -0.5137  0.1192 Kp L ATLAS
 3.50  8250. -5.0  2.0  0.1973  0.7559 -0.4212  0.0715 Kp L ATLAS
 4.00  8250. -5.0  2.0  0.1715  0.7198 -0.2662 -0.0259 Kp L ATLAS
 4.50  8250. -5.0  2.0  0.1525  0.6770 -0.1266 -0.1093 Kp L ATLAS
 5.00  8250. -5.0  2.0 -0.0631  1.8660 -1.8993  0.6650 Kp L ATLAS
 1.50  8500. -5.0  2.0  0.2916  0.7892 -0.6663  0.2096 Kp L ATLAS
 2.00  8500. -5.0  2.0  0.3059  0.7475 -0.6261  0.1917 Kp L ATLAS
 2.50  8500. -5.0  2.0  0.3042  0.7098 -0.5577  0.1577 Kp L ATLAS
 3.00  8500. -5.0  2.0  0.2749  0.7302 -0.5423  0.1450 Kp L ATLAS
 3.50  8500. -5.0  2.0  0.2433  0.7365 -0.4944  0.1163 Kp L ATLAS
 4.00  8500. -5.0  2.0  0.2177  0.7174 -0.4024  0.0637 Kp L ATLAS
 4.50  8500. -5.0  2.0  0.1856  0.7008 -0.2581 -0.0357 Kp L ATLAS
 5.00  8500. -5.0  2.0  0.1538  0.7134 -0.1971 -0.0843 Kp L ATLAS
 2.00  8750. -5.0  2.0  0.3519  0.6443 -0.5532  0.1722 Kp L ATLAS
 2.50  8750. -5.0  2.0  0.3482  0.6309 -0.5283  0.1581 Kp L ATLAS
 3.00  8750. -5.0  2.0  0.3252  0.6528 -0.5256  0.1511 Kp L ATLAS
 3.50  8750. -5.0  2.0  0.2959  0.6724 -0.5018  0.1324 Kp L ATLAS
 4.00  8750. -5.0  2.0  0.2654  0.6840 -0.4624  0.1071 Kp L ATLAS
 4.50  8750. -5.0  2.0  0.2359  0.6791 -0.3680  0.0432 Kp L ATLAS
 5.00  8750. -5.0  2.0  0.1920  0.7111 -0.2907 -0.0268 Kp L ATLAS
 1.50  9000. -5.0  2.0  0.3782  0.5490 -0.4322  0.1269 Kp L ATLAS
 2.00  9000. -5.0  2.0  0.3904  0.5453 -0.4673  0.1435 Kp L ATLAS
 2.50  9000. -5.0  2.0  0.3847  0.5495 -0.4759  0.1455 Kp L ATLAS
 3.00  9000. -5.0  2.0  0.3687  0.5617 -0.4693  0.1371 Kp L ATLAS
 3.50  9000. -5.0  2.0  0.3433  0.5943 -0.4781  0.1350 Kp L ATLAS
 4.00  9000. -5.0  2.0  0.3186  0.6072 -0.4488  0.1147 Kp L ATLAS
 4.50  9000. -5.0  2.0  0.2971  0.5963 -0.3871  0.0822 Kp L ATLAS
 5.00  9000. -5.0  2.0  0.2793  0.5743 -0.3220  0.0527 Kp L ATLAS
 2.00  9250. -5.0  2.0  0.4199  0.4672 -0.3986  0.1207 Kp L ATLAS
 2.50  9250. -5.0  2.0  0.4147  0.4754 -0.4195  0.1288 Kp L ATLAS
 3.00  9250. -5.0  2.0  0.3980  0.4992 -0.4367  0.1320 Kp L ATLAS
 3.50  9250. -5.0  2.0  0.3793  0.5230 -0.4430  0.1297 Kp L ATLAS
 4.00  9250. -5.0  2.0  0.3613  0.5375 -0.4288  0.1175 Kp L ATLAS
 4.50  9250. -5.0  2.0  0.3384  0.5508 -0.4046  0.1008 Kp L ATLAS
 5.00  9250. -5.0  2.0  0.3201  0.5356 -0.3438  0.0704 Kp L ATLAS
 2.00  9500. -5.0  2.0  0.4446  0.3980 -0.3330  0.0973 Kp L ATLAS
 2.50  9500. -5.0  2.0  0.4395  0.4091 -0.3643  0.1111 Kp L ATLAS
 3.00  9500. -5.0  2.0  0.4243  0.4349 -0.3912  0.1197 Kp L ATLAS
 3.50  9500. -5.0  2.0  0.4052  0.4692 -0.4184  0.1273 Kp L ATLAS
 4.00  9500. -5.0  2.0  0.3948  0.4734 -0.4011  0.1152 Kp L ATLAS
 4.50  9500. -5.0  2.0  0.3789  0.4860 -0.3876  0.1044 Kp L ATLAS
 5.00  9500. -5.0  2.0  0.3597  0.4884 -0.3525  0.0842 Kp L ATLAS
 2.00  9750. -5.0  2.0  0.4619  0.3516 -0.2907  0.0823 Kp L ATLAS
 2.50  9750. -5.0  2.0  0.4612  0.3488 -0.3099  0.0920 Kp L ATLAS
 3.00  9750. -5.0  2.0  0.4468  0.3747 -0.3425  0.1041 Kp L ATLAS
 3.50  9750. -5.0  2.0  0.4294  0.4091 -0.3741  0.1139 Kp L ATLAS
 4.00  9750. -5.0  2.0  0.4181  0.4260 -0.3809  0.1135 Kp L ATLAS
 4.50  9750. -5.0  2.0  0.4109  0.4256 -0.3606  0.1013 Kp L ATLAS
 5.00  9750. -5.0  2.0  0.3989  0.4244 -0.3309  0.0845 Kp L ATLAS
 2.00 10000. -5.0  2.0  0.4789  0.3079 -0.2518  0.0689 Kp L ATLAS
 2.50 10000. -5.0  2.0  0.4786  0.3020 -0.2707  0.0793 Kp L ATLAS
 3.00 10000. -5.0  2.0  0.4631  0.3311 -0.3105  0.0952 Kp L ATLAS
 3.50 10000. -5.0  2.0  0.4478  0.3614 -0.3410  0.1052 Kp L ATLAS
 4.00 10000. -5.0  2.0  0.4379  0.3801 -0.3545  0.1082 Kp L ATLAS
 4.50 10000. -5.0  2.0  0.4349  0.3768 -0.3388  0.0993 Kp L ATLAS
 5.00 10000. -5.0  2.0  0.4326  0.3595 -0.2969  0.0780 Kp L ATLAS
 2.00 10500. -5.0  2.0  0.5123  0.2236 -0.1740  0.0407 Kp L ATLAS
 2.50 10500. -5.0  2.0  0.5102  0.2170 -0.1971  0.0544 Kp L ATLAS
 3.00 10500. -5.0  2.0  0.4923  0.2460 -0.2371  0.0705 Kp L ATLAS
 3.50 10500. -5.0  2.0  0.4753  0.2825 -0.2802  0.0868 Kp L ATLAS
 4.00 10500. -5.0  2.0  0.4700  0.2945 -0.2939  0.0916 Kp L ATLAS
 4.50 10500. -5.0  2.0  0.4696  0.2955 -0.2926  0.0901 Kp L ATLAS
 5.00 10500. -5.0  2.0  0.4760  0.2712 -0.2566  0.0737 Kp L ATLAS
 2.50 11000. -5.0  2.0  0.5435  0.1292 -0.1180  0.0269 Kp L ATLAS
 3.00 11000. -5.0  2.0  0.5166  0.1766 -0.1797  0.0521 Kp L ATLAS
 3.50 11000. -5.0  2.0  0.5010  0.2015 -0.2072  0.0616 Kp L ATLAS
 4.00 11000. -5.0  2.0  0.4892  0.2346 -0.2505  0.0797 Kp L ATLAS
 4.50 11000. -5.0  2.0  0.4883  0.2440 -0.2658  0.0865 Kp L ATLAS
 5.00 11000. -5.0  2.0  0.5015  0.2091 -0.2237  0.0684 Kp L ATLAS
 2.50 11500. -5.0  2.0  0.5729  0.0559 -0.0561  0.0068 Kp L ATLAS
 3.00 11500. -5.0  2.0  0.5441  0.0978 -0.1081  0.0271 Kp L ATLAS
 3.50 11500. -5.0  2.0  0.5193  0.1436 -0.1601  0.0472 Kp L ATLAS
