 0.00  2300.  0.0  2.0   0.23379378  -0.14957910   0.02564842   0.26986816  -0.17477735  -0.33940390   0.08023981   0.09525552  -0.50245516  -1.31754722  -0.57628608  -0.22240429  -1.17165736   0.23201221  -0.81868109  -0.59202053   0.43904614   0.64745837   0.45910781   0.42149298   2.30901221   6.41169898   3.21735601   2.33171881   3.05189668   0.64684477   2.45541675   1.39150478   0.63007932   0.18519345   0.08362027   0.54555045  -1.41316950  -6.78626322  -2.78787121  -2.10673200  -1.17485874   0.23141330  -0.68727197  -0.08685863  -0.03081562   0.46139334   0.32635777  -0.10462160   0.54339985   2.52146047   0.99046962   0.75202584   0.32096723   0.32096723   0.30300530   0.30300530   0.37110954   0.30300530   0.30300530   0.30300530   0.30781994   0.34283100   0.33262892   0.33262892   0.00822863   0.00333177   0.00292173   0.00111599   0.00740145   0.00821494   0.00050484   0.00108998   0.00308577   0.02601666   0.00226305   0.00182767
 0.50  2300.  0.0  2.0  -0.41487354  -0.33486794  -0.12576539   0.21964211  -0.48662027  -0.05866187   0.01419985   0.04610240  -0.25938800  -0.66228126  -0.08172833   0.34235756   1.48434517   0.71821818  -0.00263469  -0.40216774   1.28172958  -0.44870339   0.69112306   0.41936624   1.64745265   4.71451299   1.78888488   1.27821630  -0.19393399   0.68808593   1.08989940   0.99875871   0.37698993   1.81548009  -0.27591915   0.51855266  -0.72790146  -5.10159854  -1.22569476  -1.33881179   0.01969004  -0.13123626   0.00560527   0.14187955  -0.26372001  -0.33727339   0.48381543  -0.06147175   0.29955366   1.90450612   0.39853469   0.57779485   0.25990324   0.25990324   0.24973742   0.24973742   0.25990324   0.24973742   0.24973742   0.24973742   0.24973742   0.27882220   0.26881333   0.26428837   0.00548444   0.00395430   0.00101446   0.00088389   0.00732135   0.00070268   0.00023569   0.00020706   0.00060512   0.00877786   0.00185848   0.01438835
 1.00  2300.  0.0  2.0  -0.19242421  -0.22917676  -0.23395386   0.13483832  -0.18937789  -0.01601299   0.20558391   0.24035521  -0.12756950  -0.33811403   0.17528869   0.30946437   0.49028489   0.35422426   0.60188338   0.23562693   0.22274437  -0.53917460   0.31570209   0.05238285   1.16856561   3.35328841   1.19193929   1.09463038   1.09175406   1.15039796   0.07842383   0.02485082   1.62725291   1.71449042   0.08703103   0.71159848  -0.28228041  -3.36088630  -0.75463041  -1.04945177  -0.49585461  -0.32507164   0.51629306   0.55945275  -0.72755780  -0.19018747   0.31034445  -0.06961755   0.18910189   1.18693469   0.26879163   0.44138326   0.21163509   0.20530730   0.20530730   0.20530730   0.20530730   0.20530730   0.20530730   0.20530730   0.20839378   0.23037840   0.22028731   0.21851231   0.00452716   0.00223395   0.00163365   0.00026812   0.00412671   0.00028362   0.00096219   0.00030070   0.00012001   0.00156422   0.00389116   0.00529877
 1.50  2300.  0.0  2.0  -0.18477998  -0.23723277  -0.19178785   0.24320613  -0.24985605  -0.16690057   0.06713316   0.06409227  -0.03049946   0.03218908   0.40651380   0.89105070   0.64954399   0.71252588   0.43554018  -0.39305389   0.84802022   0.13857231   0.45432523   0.51370015   1.18376160   2.52513769   1.31597845   0.46261156   0.88472033   0.76338149   0.61047394   1.14304043   0.71166025   1.25833954   0.11507184   0.39856693  -0.29316230  -2.71039228  -1.53511194  -1.06553816  -0.45123202  -0.29051042   0.11500611  -0.02279281  -0.37243982  -0.26305891   0.27108879  -0.05836158   0.10370020   0.98639045   0.64257504   0.53922854   0.16342057   0.16604764   0.15728610   0.15728610   0.15844610   0.15728610   0.15844610   0.15844610   0.15844610   0.17613453   0.17010161   0.16604764   0.00250500   0.00060852   0.00096289   0.00026087   0.00192519   0.00053951   0.00051330   0.00019839   0.00044971   0.00265268   0.00605210   0.01674473
 2.00  2300.  0.0  2.0  -0.25073175  -0.26866403  -0.14909324   0.00328106  -0.29511097  -0.17621130   0.09663055   0.07387479   0.12311266   0.48723659   0.91804173   0.95687716   1.51272502   1.69922762   0.85974674   0.57090372   1.69942611   0.93583627   0.46943889   1.20371353   1.69307837   1.66446491   0.41886828   0.06048042  -0.29260029  -0.52154252   0.32156206   0.61266467  -0.49255493   0.39286126   0.57141226  -0.45773391  -1.24562717  -2.22932234  -1.02573986  -0.66254470  -0.06321646   0.06590634  -0.06309933  -0.21449617   0.02235895  -0.17515620  -0.18410859   0.13047212   0.42267379   0.88583456   0.48095820   0.34721363   0.14661793   0.14075578   0.14661793   0.13413314   0.14661793   0.14075578   0.13413314   0.13413314   0.13413314   0.15301214   0.14780793   0.14661793   0.00082223   0.00011486   0.00004474   0.00007683   0.00030754   0.00007908   0.00028062   0.00037958   0.00329963   0.00765899   0.01434407   0.00965591
 2.50  2300.  0.0  2.0  -0.18563653  -0.24320756  -0.15689409   0.00388237  -0.22815295  -0.20057277   0.15820215   0.05112268   0.13531392   0.61269831   0.86570770   0.87258737   1.69937185   1.94145396   1.17790656   0.59549980   2.00461308   1.33028480   0.31431194   1.25716548   1.61550867   1.38481249   0.49550468   0.22084786  -0.69989865  -0.93866283  -0.09998985   0.61373859  -1.10588403  -0.12417481   0.73291025  -0.49020075  -1.12256475  -2.03322068  -1.10888321  -0.83133206   0.10764816   0.21278978   0.07150366  -0.25017146   0.28226958  -0.01761270  -0.25858963   0.11212129   0.34326637   0.83545036   0.50666027   0.40648027   0.11906990   0.11811490   0.11258113   0.11258113   0.11811490   0.11258113   0.11258113   0.11258113   0.11258113   0.12612082   0.12295558   0.12198058   0.00047139   0.00006509   0.00028559   0.00005511   0.00006977   0.00002405   0.00037903   0.00015543   0.00155765   0.00619593   0.00864234   0.00518236
 3.00  2300.  0.0  2.0  -0.34773531  -0.26966784  -0.29551755   0.06499136  -0.29389881  -0.33933913   0.24965570   0.14177149   0.14110464   0.75320777   1.13056123   1.37549542   2.03987355   2.11002509   1.02484004   0.08081344   2.12101548   1.53220799  -0.08762891   0.81367515   1.35027318   1.20841916   0.04107129  -0.75834506  -1.00716292  -1.16253211   0.41013905   1.33871808  -1.17019968  -0.23308078   1.14215588   0.07149471  -0.69454438  -1.95548430  -0.73799172   0.03925152   0.21559999   0.29327899  -0.18857293  -0.53915936   0.29357962   0.00363875  -0.37155993  -0.10482165   0.16082733   0.83293174   0.39172210   0.11802109   0.08795324   0.08462222   0.08462222   0.08462222   0.08462222   0.08462222   0.08462222   0.08462222   0.08462222   0.09296993   0.09005517   0.08864474   0.00113830   0.00018473   0.00131515   0.00135606   0.00039980   0.00042551   0.00006161   0.00034275   0.00025589   0.00779017   0.00954584   0.01040062
 3.50  2300.  0.0  2.0  -0.49990586  -0.47051912  -0.22283147   0.24305708  -0.41714265  -0.40497380   0.28300018   0.11638780   0.06107777   0.77429099   1.09980835   1.00097912   2.09240039   2.40541953   0.54407161  -0.33336670   1.89425342   1.35414895  -0.14928131   0.56823017   1.24333159   1.32435160   0.25649392   0.29360274  -0.85083231  -1.33073780   0.89383924   1.49111221  -0.58240694   0.12884079   1.00240763   0.46360454  -0.41366707  -2.12865954  -0.99018097  -1.06943963   0.14960182   0.32694153  -0.29454510  -0.47325874   0.03957344  -0.14409686  -0.24764658  -0.27806860   0.02842386   0.90893360   0.49064289   0.52931277   0.06641247   0.06788727   0.06788727   0.06788727   0.06345933   0.06788727   0.06788727   0.06788727   0.06788727   0.07103822   0.06890912   0.06890912   0.00206603   0.00035991   0.00232442   0.00055560   0.00204372   0.00096027   0.00050018   0.00031796   0.00025301   0.00971160   0.00794226   0.00668830
 4.00  2300.  0.0  2.0  -0.57836644  -0.54869859   0.01998736   0.07939716  -0.47344357  -0.32069400   0.29042662   0.12784114   0.07935689   0.87472396   0.95622240   1.12658790   1.76131678   2.34088822  -0.24612692   0.25976828   1.40821821   0.81552848  -0.21253871   0.56211371   1.09329328   1.23658339   0.70510044   0.14892409  -0.25012692  -1.12262881   1.63279595   0.64480035   0.18335926   0.78964570   1.01372591   0.31722381  -0.21265450  -2.06239352  -1.44619154  -0.95682102  -0.04685083   0.23841501  -0.50148095  -0.10195419  -0.19984820  -0.37360822  -0.23999320  -0.16039161  -0.04940479   0.88915915   0.65778698   0.49588692   0.04836071   0.05308486   0.05158157   0.05158157   0.04836071   0.05158157   0.05158157   0.05158157   0.05158157   0.05194557   0.05158157   0.05052115   0.00293268   0.00088351   0.00233288   0.00041123   0.00155467   0.00116016   0.00058223   0.00047087   0.00031667   0.01286073   0.01027010   0.00921451
 4.50  2300.  0.0  2.0  -0.61992207  -0.74132459  -0.12997200   0.31741677  -0.44328343  -0.01818325   0.43324545   0.44922811   0.02917928   0.82911539   0.97326165   1.00378051   1.42084827   2.62232217   0.57826624  -0.13971658   1.02850964   0.01403105  -0.27139111  -0.24363243   1.31738575   1.40069957   0.70758019   0.53950835   0.18943623  -1.31429666   0.50760172   0.98203450   0.52796873   1.51425108   0.86316824   1.16760625  -0.54011031  -2.18860702  -1.40130869  -1.32288898  -0.11315045   0.31037150  -0.05732639  -0.26134609  -0.20216096  -0.58720517  -0.16216968  -0.49580934   0.08883493   0.92388140   0.63037043   0.62093946   0.03784625   0.03913805   0.04033648   0.04033648   0.03784625   0.03913805   0.04033648   0.04033648   0.04085790   0.04033648   0.04008948   0.03960853   0.00249068   0.00271460   0.00140496   0.00068739   0.00111732   0.00180848   0.00080162   0.00234726   0.00036574   0.01460546   0.01212875   0.01220094
 5.00  2300.  0.0  2.0  -0.46555068  -0.67840609  -0.04743151   0.20401059  -0.38584333  -0.11765075   0.23941002   0.16274707   0.09316426   0.82149869   0.89176282   1.00938539   0.89107609   2.28327925   0.37821150   0.39740746   1.14533473   0.46698830   0.19537712   0.58962630   1.17909043   1.42732599   0.94734295   0.56339523   0.57730269  -0.91192270   0.81348349   0.33032832   0.06974601   0.84078476   0.47001026   0.25345796  -0.42342552  -2.19313225  -1.59933961  -1.26168087  -0.10882732   0.18847165  -0.22940623  -0.02595116   0.08344227  -0.28065246  -0.06184327  -0.17133825   0.04783761   0.92198473   0.69072127   0.57631271   0.02831086   0.02916391   0.02957845   0.03121192   0.02831086   0.02957845   0.03121192   0.03121192   0.03121192   0.03066024   0.03048774   0.02916391   0.00164613   0.00223565   0.00023213   0.00099283   0.00102681   0.00053381   0.00038849   0.00165884   0.00065127   0.01814977   0.01566937   0.01260056
 5.50  2300.  0.0  2.0  -0.34684763  -0.39778614   0.21715018   0.65879795  -0.33762204   0.13941525   0.71893326   0.60321782   0.31188415   1.21400826   0.87473649   0.86661752   1.01903447   1.61799762   0.40370759  -0.12511209   1.67441526   0.48162990  -0.42163386  -0.00928218   0.85099911   0.49218912   1.04743614   0.82702655   0.07216736  -0.39796840   0.32427582   0.45812330  -0.80191668   0.33506882   0.70577677   0.43785459  -0.33667514  -1.35909931  -1.66024661  -1.36227658   0.16958740   0.08564676   0.01018897  -0.03941514   0.38292715  -0.01397214  -0.11372537  -0.16027868   0.07242351   0.65754904   0.70087931   0.57576961   0.02112467   0.02161031   0.02193095   0.02366003   0.02144881   0.02240325   0.02366003   0.02366003   0.02366003   0.02340731   0.02286791   0.02161031   0.00118804   0.00097024   0.00185250   0.00856349   0.00073448   0.00093831   0.00656057   0.00389817   0.00149235   0.02996722   0.01714934   0.01061523
 6.00  2300.  0.0  2.0  -0.37899887  -0.20327190   0.26221748   0.87244322  -0.35762469   0.26082154   0.72044503   0.62109005   0.34778958   1.31116987   0.80404518   0.83996879   1.88292713   1.30287721   0.39389862  -0.67603948   2.36581854   0.33409106  -0.44748641  -0.20880124   0.73886479   0.17292168   1.11868060   0.47238152  -1.15508485  -0.30646013   0.26000859   1.13110427  -1.84510836   0.39270788   0.77057177   0.80241600  -0.14480787  -0.96179636  -1.59221512  -0.69214195   0.57380189   0.14285132   0.05570276  -0.34639822   0.75741630  -0.02499497  -0.15064208  -0.35788570  -0.04261328   0.50005506   0.64004431   0.26964773   0.01641645   0.01653595   0.01677169   0.01723917   0.01641645   0.01677169   0.01832396   0.01832396   0.01832396   0.01792641   0.01723917   0.01641645   0.00108553   0.00048006   0.00245507   0.00930478   0.00136739   0.00142241   0.00555320   0.00362654   0.00217442   0.03324411   0.01353870   0.00673832
 0.00  2400.  0.0  2.0  -0.87249496   0.06544364  -0.06638364  -0.01307576  -0.14726406  -0.39708460  -0.12190174  -0.23957858  -0.64522413  -1.63127765  -0.94192616  -0.49741468   3.43186682  -0.39046594   0.19130078   0.02163833   0.40442942   1.43721203   0.66032443   1.40711864   2.98618401   7.73639526   4.27213979   3.54414222  -3.69780855   0.93762488   0.62301969   1.09009056   0.31630712  -1.25630104   0.20521931  -0.48894685  -2.27242967  -8.42013285  -3.53003592  -3.59766072   2.03177318   0.26722282   0.21742852  -0.13005744   0.23407520   1.14362482   0.19564178   0.26024897   0.88693445   3.16954408   1.04035567   1.33678443   0.32966206   0.41337253   0.33289206   0.30125443   0.41337253   0.35943292   0.30125443   0.30125443   0.30125443   0.34561212   0.32966206   0.32966206   0.03280200   0.00138704   0.00162075   0.00052655   0.00220438   0.00566726   0.00011209   0.00034404   0.00316704   0.03955054   0.03170906   0.00862414
