 3.50 19000. -5.0  2.0   0.1146    0.2716    0.0175
 4.00 19000. -5.0  2.0   0.1133    0.2569    0.0148
 4.50 19000. -5.0  2.0   0.1129    0.2482    0.0132
 5.00 19000. -5.0  2.0   0.1118    0.2443    0.0125
 3.00 20000. -5.0  2.0   0.1181    0.2964    0.0223
 3.50 20000. -5.0  2.0   0.1092    0.2727    0.0187
 4.00 20000. -5.0  2.0   0.1078    0.2560    0.0156
 4.50 20000. -5.0  2.0   0.1073    0.2466    0.0137
 5.00 20000. -5.0  2.0   0.1070    0.2415    0.0129
 3.00 21000. -5.0  2.0   0.1155    0.3008    0.0237
 3.50 21000. -5.0  2.0   0.1046    0.2743    0.0201
 4.00 21000. -5.0  2.0   0.1024    0.2557    0.0166
 4.50 21000. -5.0  2.0   0.1022    0.2449    0.0144
 5.00 21000. -5.0  2.0   0.1018    0.2396    0.0133
 3.00 22000. -5.0  2.0   0.1139    0.3059    0.0249
 3.50 22000. -5.0  2.0   0.1004    0.2773    0.0216
 4.00 22000. -5.0  2.0   0.0975    0.2564    0.0177
 4.50 22000. -5.0  2.0   0.0974    0.2438    0.0152
 5.00 22000. -5.0  2.0   0.0973    0.2375    0.0139
 3.00 23000. -5.0  2.0   0.1138    0.3113    0.0259
 3.50 23000. -5.0  2.0   0.0965    0.2815    0.0231
 4.00 23000. -5.0  2.0   0.0932    0.2580    0.0190
 4.50 23000. -5.0  2.0   0.0928    0.2437    0.0161
 5.00 23000. -5.0  2.0   0.0924    0.2366    0.0146
 3.00 24000. -5.0  2.0   0.1146    0.3173    0.0264
 3.50 24000. -5.0  2.0   0.0930    0.2866    0.0246
 4.00 24000. -5.0  2.0   0.0887    0.2612    0.0204
 4.50 24000. -5.0  2.0   0.0881    0.2451    0.0172
 5.00 24000. -5.0  2.0   0.0880    0.2364    0.0154
 3.00 25000. -5.0  2.0   0.1155    0.3245    0.0265
 3.50 25000. -5.0  2.0   0.0898    0.2923    0.0259
 4.00 25000. -5.0  2.0   0.0845    0.2651    0.0218
 4.50 25000. -5.0  2.0   0.0837    0.2473    0.0184
 5.00 25000. -5.0  2.0   0.0837    0.2373    0.0163
 3.00 26000. -5.0  2.0   0.1117    0.3342    0.0267
 3.50 26000. -5.0  2.0   0.0868    0.2983    0.0270
 4.00 26000. -5.0  2.0   0.0805    0.2693    0.0230
 4.50 26000. -5.0  2.0   0.0793    0.2503    0.0194
 5.00 26000. -5.0  2.0   0.0795    0.2389    0.0172
 3.50 27000. -5.0  2.0   0.0832    0.3044    0.0279
 4.00 27000. -5.0  2.0   0.0763    0.2739    0.0240
 4.50 27000. -5.0  2.0   0.0754    0.2531    0.0204
 5.00 27000. -5.0  2.0   0.0753    0.2409    0.0180
 3.50 28000. -5.0  2.0   0.0778    0.3098    0.0287
 4.00 28000. -5.0  2.0   0.0723    0.2775    0.0248
 4.50 28000. -5.0  2.0   0.0712    0.2558    0.0210
 5.00 28000. -5.0  2.0   0.0715    0.2424    0.0185
 3.50 29000. -5.0  2.0   0.0698    0.3141    0.0296
 4.00 29000. -5.0  2.0   0.0678    0.2797    0.0253
 4.50 29000. -5.0  2.0   0.0676    0.2568    0.0213
 5.00 29000. -5.0  2.0   0.0679    0.2428    0.0186
 3.50 30000. -5.0  2.0   0.0612    0.3181    0.0308
 4.00 30000. -5.0  2.0   0.0625    0.2800    0.0255
 4.50 30000. -5.0  2.0   0.0637    0.2560    0.0211
 5.00 30000. -5.0  2.0   0.0646    0.2412    0.0183
 3.50 31000. -5.0  2.0   0.0520    0.3240    0.0323
 4.00 31000. -5.0  2.0   0.0564    0.2792    0.0257
 4.50 31000. -5.0  2.0   0.0598    0.2531    0.0207
 5.00 31000. -5.0  2.0   0.0620    0.2371    0.0176
 4.00 32000. -5.0  2.0   0.0496    0.2788    0.0262
 4.50 32000. -5.0  2.0   0.0561    0.2484    0.0202
 5.00 32000. -5.0  2.0   0.0593    0.2313    0.0166
 4.00 33000. -5.0  2.0   0.0416    0.2802    0.0272
 4.50 33000. -5.0  2.0   0.0513    0.2442    0.0199
 5.00 33000. -5.0  2.0   0.0564    0.2245    0.0156
 4.00 34000. -5.0  2.0   0.0318    0.2834    0.0287
 4.50 34000. -5.0  2.0   0.0457    0.2411    0.0199
 5.00 34000. -5.0  2.0   0.0536    0.2173    0.0149
 4.00 35000. -5.0  2.0   0.0219    0.2855    0.0307
 4.50 35000. -5.0  2.0   0.0385    0.2393    0.0202
 5.00 35000. -5.0  2.0   0.0492    0.2118    0.0143
 4.50 37500. -5.0  2.0   0.0197    0.2327    0.0226
 5.00 37500. -5.0  2.0   0.0350    0.1987    0.0140
 4.50 40000. -5.0  2.0   0.0094    0.2265    0.0250
 5.00 40000. -5.0  2.0   0.0234    0.1853    0.0147
 5.00 42500. -5.0  2.0   0.0171    0.1791    0.0158
 5.00 45000. -5.0  2.0   0.0140    0.1783    0.0167
 5.00 47500. -5.0  2.0   0.0127    0.1792    0.0174
 5.00 50000. -5.0  2.0   0.0119    0.1809    0.0180
 0.00  3500. -4.5  2.0   0.5774    0.0644    0.0004
 0.50  3500. -4.5  2.0   0.5364    0.1021    0.0006
 1.00  3500. -4.5  2.0   0.4524    0.1770    0.0012
 1.50  3500. -4.5  2.0   0.3796    0.2420    0.0022
 2.00  3500. -4.5  2.0   0.3384    0.2760    0.0035
 2.50  3500. -4.5  2.0   0.3289    0.2862    0.0039
 3.00  3500. -4.5  2.0   0.3352    0.2830    0.0037
 0.00  3750. -4.5  2.0   0.5643    0.0746    0.0009
 0.50  3750. -4.5  2.0   0.5380    0.0996    0.0009
 1.00  3750. -4.5  2.0   0.4968    0.1346    0.0015
 1.50  3750. -4.5  2.0   0.3992    0.2159    0.0036
 2.00  3750. -4.5  2.0   0.2750    0.3167    0.0084
 2.50  3750. -4.5  2.0   0.2010    0.3741    0.0143
 3.00  3750. -4.5  2.0   0.1749    0.3976    0.0172
 3.50  3750. -4.5  2.0   0.1872    0.4140    0.0122
 0.00  4000. -4.5  2.0   0.5716    0.0640    0.0016
 0.50  4000. -4.5  2.0   0.5393    0.0939    0.0018
 1.00  4000. -4.5  2.0   0.4965    0.1337    0.0022
 1.50  4000. -4.5  2.0   0.4449    0.1808    0.0030
 2.00  4000. -4.5  2.0   0.3664    0.2371    0.0062
 2.50  4000. -4.5  2.0   0.2283    0.3404    0.0153
 3.00  4000. -4.5  2.0   0.1236    0.4140    0.0301
 3.50  4000. -4.5  2.0   0.0724    0.4501    0.0423
 4.00  4000. -4.5  2.0   0.0471    0.4944    0.0467
 0.00  4250. -4.5  2.0   0.5827    0.0515    0.0021
 0.50  4250. -4.5  2.0   0.5495    0.0823    0.0024
 1.00  4250. -4.5  2.0   0.5010    0.1282    0.0030
 1.50  4250. -4.5  2.0   0.4484    0.1777    0.0039
 2.00  4250. -4.5  2.0   0.3937    0.2278    0.0056
 2.50  4250. -4.5  2.0   0.3373    0.2653    0.0081
 3.00  4250. -4.5  2.0   0.2263    0.3407    0.0193
 3.50  4250. -4.5  2.0   0.1214    0.4045    0.0363
